player.id,season,numTeams,rank,team.allStarStatus,team.id,team.name,team.link,team.season,team.venue.id,team.venue.name,team.venue.link,team.teamCode,team.fileCode,team.abbreviation,team.teamName,team.locationName,team.firstYearOfPlay,team.league.id,team.league.name,team.league.link,team.sport.id,team.sport.link,team.sport.name,team.shortName,team.parentOrgName,team.parentOrgId,team.franchiseName,team.clubName,team.active,player.fullName,player.link,player.firstName,player.lastName,player.birthDate,player.currentAge,player.birthCity,player.birthCountry,player.active,player.primaryPosition.code,player.primaryPosition.name,player.primaryPosition.type,player.primaryPosition.abbreviation,player.useName,player.useLastName,player.middleName,player.boxscoreName,player.gender,player.nameMatrilineal,player.isPlayer,player.isVerified,player.batSide.code,player.batSide.description,player.pitchHand.code,player.pitchHand.description,player.nameFirstLast,player.nameSlug,player.firstLastName,player.lastFirstName,player.lastInitName,player.initLastName,player.fullFMLName,player.fullLFMName,league.id,league.name,league.link,sport.id,sport.link,sport.abbreviation,position.code,position.name,position.type,position.abbreviation,player.height,player.weight,player.strikeZoneTop,player.strikeZoneBottom,player.nickName,player.primaryNumber,player.mlbDebutDate,player.birthStateProvince,player.draftYear,player.pronunciation,player.lastPlayedDate,player.nameTitle,player.nameSuffix
542587,2023,2,98,N,698,Tiburones de La Guaira,/api/v1/teams/698,2023,3029,Estadio Universitario,/api/v1/venues/3029,lag,t698,LAG,Tiburones,Caracas,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,La Guaira,Office of the Commissioner,11,Tiburones,La Guaira,true,Elvis Araujo,/api/v1/people/542587,Elvis,Araujo,1991-07-15,33,Maracaibo,Venezuela,true,1,Pitcher,Pitcher,P,Elvis,Araujo,Alejandro,Araujo,M,,true,true,L,Left,L,Left,Elvis Araujo,elvis-araujo-542587,Elvis Araujo,"Araujo, Elvis","Araujo, E",E Araujo,Elvis Alejandro Araujo,"Araujo, Elvis Alejandro",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 7""",275,3.756,1.746,,74,2015-05-05,,,ah-ROW-hoe,,,
622693,2023,1,114,N,694,Caribes de Anzoategui,/api/v1/teams/694,2023,3030,Estadio Alfonso Carrasquel,/api/v1/venues/3030,ori,t694,ORI,Caribes,Puerto La Cruz,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Caribes,Office of the Commissioner,11,Caribes,Caribes,true,Harold Arauz,/api/v1/people/622693,Harold,Arauz,1995-05-29,29,Chiriqui,Panama,false,1,Pitcher,Pitcher,P,Harold,Arauz,Osvaldo,"Arauz, H",M,,true,false,R,Right,R,Right,Harold Arauz,harold-arauz-622693,Harold Arauz,"Arauz, Harold","Arauz, H",H Arauz,Harold Osvaldo Arauz,"Arauz, Harold Osvaldo",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 2""",185,3.467,1.589,,,,,,,,,
700728,2023,1,24,N,698,Tiburones de La Guaira,/api/v1/teams/698,2023,3029,Estadio Universitario,/api/v1/venues/3029,lag,t698,LAG,Tiburones,Caracas,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,La Guaira,Office of the Commissioner,11,Tiburones,La Guaira,true,Luis Arejula,/api/v1/people/700728,Luis,Arejula,2002-02-20,22,San Felipe,Venezuela,true,1,Pitcher,Pitcher,P,Luis,Arejula,Carlos Jose,Arejula,M,Regalado,true,true,R,Right,R,Right,Luis Arejula,luis-arejula-700728,Luis Arejula,"Arejula, Luis","Arejula, L",L Arejula,Luis Carlos Jose Arejula,"Arejula, Luis Carlos Jose",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 1""",170,3.411,1.565,,34,,,,,,,
816287,2023,1,80,N,696,Navegantes del Magallanes,/api/v1/teams/696,2023,2510,Estadio Jose Bernardo Perez,/api/v1/venues/2510,mag,t696,MAG,Navegantes,Valencia,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Magallanes,Office of the Commissioner,11,Navegantes,Magallanes,true,Gregori Arrieche,/api/v1/people/816287,Gregori,Arrieche,2001-12-19,22,Carora,Venezuela,true,1,Pitcher,Pitcher,P,Gregori,Arrieche,Jose,Arrieche,M,Ocanto,true,true,R,Right,R,Right,Gregori Arrieche,gregori-arrieche-816287,Gregori Arrieche,"Arrieche, Gregori","Arrieche, G",G Arrieche,Gregori Jose Arrieche,"Arrieche, Gregori Jose",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 2""",205,3.467,1.589,,,,,,,,,
448857,2023,1,73,N,693,Cardenales de Lara,/api/v1/teams/693,2023,3032,Estadio Antonio Herrera Gutierrez,/api/v1/venues/3032,lar,t693,LAR,Cardenales,Barquisimeto,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Lara,Office of the Commissioner,11,Cardenales,Lara,true,Jose Ascanio,/api/v1/people/448857,Jose,Ascanio,1985-05-02,39,Maracay,Venezuela,true,1,Pitcher,Pitcher,P,Jose,Ascanio,Eleazar,Ascanio,M,,true,true,R,Right,R,Right,Jose Ascanio,jose-ascanio-448857,Jose Ascanio,"Ascanio, Jose","Ascanio, J",J Ascanio,Jose Eleazar Ascanio,"Ascanio, Jose Eleazar",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"5' 11""",195,3.319,1.513,,63,2007-07-13,,,,,,
658648,2023,1,58,N,699,Tigres de Aragua,/api/v1/teams/699,2023,2913,Estadio Jose Perez Colmenares,/api/v1/venues/2913,ara,t699,ARA,Tigres,Maracay,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Aragua,Office of the Commissioner,11,Tigres,Aragua,true,Pedro Avila,/api/v1/people/658648,Pedro,Avila,1997-01-14,27,Caracas,Venezuela,true,1,Pitcher,Pitcher,P,Pedro,Avila,Manuel,"Avila, P",M,Puentes,true,false,R,Right,R,Right,Pedro Avila,pedro-avila-658648,Pedro Avila,"Avila, Pedro","Avila, P",P Avila,Pedro Manuel Avila,"Avila, Pedro Manuel",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"5' 11""",210,3.33,1.48,,60,2019-04-11,,,AH-vee-la,,,
593374,2023,1,149,N,693,Cardenales de Lara,/api/v1/teams/693,2023,3032,Estadio Antonio Herrera Gutierrez,/api/v1/venues/3032,lar,t693,LAR,Cardenales,Barquisimeto,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Lara,Office of the Commissioner,11,Cardenales,Lara,true,Fernando Baez,/api/v1/people/593374,Fernando,Baez,1992-02-01,32,Palenque,Dominican Republic,true,1,Pitcher,Pitcher,P,Fernando,Baez,,"Baez, F",M,,true,true,R,Right,R,Right,Fernando Baez,fernando-baez-593374,Fernando Baez,"Baez, Fernando","Baez, F",F Baez,Fernando Baez,"Baez, Fernando",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 1""",190,3.411,1.565,,88,,,,,,,
674760,2023,1,243,N,697,Bravos de Margarita,/api/v1/teams/697,2023,5490,Estadio Forum de La Guaira,/api/v1/venues/5490,mar,t697,MAR,Bravos,Macuto,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Margarita,Office of the Commissioner,11,Bravos,Margarita,true,Jesus Balaguer,/api/v1/people/674760,Jesus,Balaguer,1993-08-12,31,La Habana,Cuba,true,1,Pitcher,Pitcher,P,Jesus,Balaguer,Adriel,Balaguer,M,Blanco,true,true,R,Right,R,Right,Jesus Balaguer,jesus-balaguer-674760,Jesus Balaguer,"Balaguer, Jesus","Balaguer, J",J Balaguer,Jesus Adriel Balaguer,"Balaguer, Jesus Adriel",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 4""",195,3.549,1.627,,,,,,,,,
675841,2023,1,135,N,693,Cardenales de Lara,/api/v1/teams/693,2023,3032,Estadio Antonio Herrera Gutierrez,/api/v1/venues/3032,lar,t693,LAR,Cardenales,Barquisimeto,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Lara,Office of the Commissioner,11,Cardenales,Lara,true,Wilser Barrios,/api/v1/people/675841,Wilser,Barrios,1998-03-21,26,Valencia,VEN,true,1,Pitcher,Pitcher,P,Wilser,Barrios,Enrique,"Barrios, W",M,Arguelles,true,false,R,Right,R,Right,Wilser Barrios,wilser-barrios-675841,Wilser Barrios,"Barrios, Wilser","Barrios, W",W Barrios,Wilser Enrique Barrios,"Barrios, Wilser Enrique",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 2""",160,3.467,1.589,,,,,,,,,
683019,2023,1,27,N,694,Caribes de Anzoategui,/api/v1/teams/694,2023,3030,Estadio Alfonso Carrasquel,/api/v1/venues/3030,ori,t694,ORI,Caribes,Puerto La Cruz,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Caribes,Office of the Commissioner,11,Caribes,Caribes,true,Orlando Barrios,/api/v1/people/683019,Orlando,Barrios,2001-08-27,23,San Joaquin,Venezuela,true,1,Pitcher,Pitcher,P,Orlando,Barrios,Jose de Jesus,Barrios,M,Solorzano,true,true,R,Right,R,Right,Orlando Barrios,orlando-barrios-683019,Orlando Barrios,"Barrios, Orlando","Barrios, O",O Barrios,Orlando Jose de Jesus Barrios,"Barrios, Orlando Jose de Jesus",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 6""",180,3.656,1.677,,,,,,,,,
660825,2023,1,166,N,696,Navegantes del Magallanes,/api/v1/teams/696,2023,2510,Estadio Jose Bernardo Perez,/api/v1/venues/2510,mag,t696,MAG,Navegantes,Valencia,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Magallanes,Office of the Commissioner,11,Navegantes,Magallanes,true,Eduard Bazardo,/api/v1/people/660825,Eduard,Bazardo,1995-09-01,29,Maracay,Venezuela,true,1,Pitcher,Pitcher,P,Eduard,Bazardo,Felix,Bazardo,M,Osorio,true,false,R,Right,R,Right,Eduard Bazardo,eduard-bazardo-660825,Eduard Bazardo,"Bazardo, Eduard","Bazardo, E",E Bazardo,Eduard Felix Bazardo,"Bazardo, Eduard Felix",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 0""",190,3.371,1.535,,83,2021-04-14,,,buh-ZAHR-doh,,,
678640,2023,1,147,N,692,Aguilas del Zulia,/api/v1/teams/692,2023,3031,Estadio Luis Aparicio,/api/v1/venues/3031,zul,t692,ZUL,Aguilas,Maracaibo,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Zulia,Office of the Commissioner,11,Aguilas,Zulia,true,Carlos Betancourt,/api/v1/people/678640,Carlos,Betancourt,2001-03-27,23,Cumana,Venezuela,true,1,Pitcher,Pitcher,P,Carlos,Betancourt,Eduardo,"Betancourt, C",M,Castillo,true,false,R,Right,R,Right,Carlos Betancourt,carlos-betancourt-678640,Carlos Betancourt,"Betancourt, Carlos","Betancourt, C",C Betancourt,Carlos Eduardo Betancourt,"Betancourt, Carlos Eduardo",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 1""",160,3.411,1.565,,93,,,,,,,
667176,2023,1,191,N,698,Tiburones de La Guaira,/api/v1/teams/698,2023,3029,Estadio Universitario,/api/v1/venues/3029,lag,t698,LAG,Tiburones,Caracas,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,La Guaira,Office of the Commissioner,11,Tiburones,La Guaira,true,Grant Black,/api/v1/people/667176,Grant,Black,1994-07-21,30,Newport,USA,true,1,Pitcher,Pitcher,P,Grant,Black,,Black,M,,true,true,R,Right,R,Right,Grant Black,grant-black-667176,Grant Black,"Black, Grant","Black, G",G Black,Grant Black,"Black, Grant",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 5""",225,3.575,1.681,,36,,AR,,,,,
660799,2023,1,66,N,693,Cardenales de Lara,/api/v1/teams/693,2023,3032,Estadio Antonio Herrera Gutierrez,/api/v1/venues/3032,lar,t693,LAR,Cardenales,Barquisimeto,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Lara,Office of the Commissioner,11,Cardenales,Lara,true,Fabian Blanco,/api/v1/people/660799,Fabian,Blanco,1997-12-22,26,"Pueblo Nuevo, Edo. Falcon",Venezuela,true,1,Pitcher,Pitcher,P,Fabian,Blanco,Enrique,"Blanco, F",M,Colina,true,false,L,Left,L,Left,Fabian Blanco,fabian-blanco-660799,Fabian Blanco,"Blanco, Fabian","Blanco, F",F Blanco,Fabian Enrique Blanco,"Blanco, Fabian Enrique",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 0""",205,3.371,1.535,,99,,,,,,,
673455,2023,1,42,N,695,Leones del Caracas,/api/v1/teams/695,2023,6015,Monumental Simon Bolivar,/api/v1/venues/6015,leo,t695,CAR,Leones,Caracas,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Caracas,Office of the Commissioner,11,Leones,Caracas,true,Lazaro Blanco,/api/v1/people/673455,Lazaro,Blanco,1986-02-23,38,"Yara, Granma",Cuba,true,1,Pitcher,Pitcher,P,Lazaro,Blanco,,Blanco,M,Matos,true,false,R,Right,R,Right,Lazaro Blanco,lazaro-blanco-673455,Lazaro Blanco,"Blanco, Lazaro","Blanco, L",L Blanco,Lazaro Blanco,"Blanco, Lazaro ",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 3""",200,3.49,1.601,,,,,,,,,
676802,2023,1,127,N,695,Leones del Caracas,/api/v1/teams/695,2023,6015,Monumental Simon Bolivar,/api/v1/venues/6015,leo,t695,CAR,Leones,Caracas,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,Caracas,Office of the Commissioner,11,Leones,Caracas,true,Bryan Blanton,/api/v1/people/676802,Bryan,Blanton,1995-12-19,28,,USA,true,1,Pitcher,Pitcher,P,Bryan,Blanton,,Blanton,M,,true,false,R,Right,R,Right,Bryan Blanton,bryan-blanton-676802,Bryan Blanton,"Blanton, Bryan","Blanton, B",B Blanton,Bryan Blanton,"Blanton, Bryan ",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 0""",190,3.371,1.535,,89,,,2017,,,,
663778,2023,1,123,N,698,Tiburones de La Guaira,/api/v1/teams/698,2023,3029,Estadio Universitario,/api/v1/venues/3029,lag,t698,LAG,Tiburones,Caracas,2004,135,Liga Venezuela Beisbol Profesional,/api/v1/league/135,17,/api/v1/sports/17,Winter Leagues,La Guaira,Office of the Commissioner,11,Tiburones,La Guaira,true,Sam Bordner,/api/v1/people/663778,Samuel,Bordner,1996-10-16,27,Columbus,USA,true,1,Pitcher,Pitcher,P,Sam,Bordner,Tristan,Bordner,M,,true,true,R,Right,R,Right,Sam Bordner,sam-bordner-663778,Sam Bordner,"Bordner, Sam","Bordner, S",S Bordner,Samuel Tristan Bordner,"Bordner, Samuel Tristan",135,LVBP,/api/v1/league/135,17,/api/v1/sports/17,WIN,1,Pitcher,Pitcher,P,"6' 5""",228,3.575,1.681,,,,OH,2018,,,,
